golden_id,customer_tweet_id,conversation_root_or_group_id,customer_text_clean,customer_text_raw,weak_sampling_bucket,is_safety_slice
golden_052,2306974,2306974,"hello I need help with a package that I have not had any delays and cabinets dated 6,7,8,9,10 November and I need a solution and the order number is w548094498 I need the delivery please","@AppleSupport hello I need help with a package that I have not had any delays and cabinets dated 6,7,8,9,10 November and I need a solution and the order number is w548094498 I need the delivery please",repair_order_bucket,False
golden_053,1895677,1895677,or ANYONE please shed some light. Do I just have to wait for an update? I can’t import from the Photos app. [URL],@AppleSupport or ANYONE please shed some light. Do I just have to wait for an update? I can’t import from the Photos app. https://t.co/vQPaZAXWE1,software_update_bucket,False
golden_054,523869,523869,why ios 11.1.2 often self rebooting? It back to passcode again,@AppleSupport why ios 11.1.2 often self rebooting? It back to passcode again,account_access_bucket,False
golden_055,1785592,1785592,"locked out of my icloud, not getting two factor aunthetication text.. a","@115858 @AppleSupport locked out of my icloud, not getting two factor aunthetication text.. a",account_access_bucket,True
golden_056,1988539,1988539,I signed out of my iCloud and lost so many pics when I signed back in..... @AppleSupport help plz,I signed out of my iCloud and lost so many pics when I signed back in..... @AppleSupport help plz,apps_icloud_bucket,False
golden_057,2440820,2440820,y’all charged my account $16.99 for absolutely nothing. Run me my refund please 😩,@115858 y’all charged my account $16.99 for absolutely nothing. Run me my refund please 😩,billing_purchase_bucket,True
golden_058,2246976,2246977,"Thanks! iPhone 6s Plus - I have very little data available, but have very few apps downloaded and my camera roll currently looks like this? Can you give me some advice please. I have deleted all irrelevant data [URL]","@AppleSupport Thanks! iPhone 6s Plus - I have very little data available, but have very few apps downloaded and my camera roll currently looks like this? Can you give me some advice please. I have deleted all irrelevant data https://t.co/nEScxy3dmt",connectivity_network_bucket,False
golden_059,2003224,2003224,Trying to get Plotgraph+ through the Apple Store app for free for 2 days now. It’s disappeared after several error messages! @AppleSupport,Trying to get Plotgraph+ through the Apple Store app for free for 2 days now. It’s disappeared after several error messages! @AppleSupport,repair_order_bucket,False
golden_060,2779378,2779379,"Me/wife/2 kids, iPhone 7: wifi/bt are off then frequently come back ON again on their own. Most often when coming out of airplane mode but see it when I wake up in AM both are suddenly on...maybe triggered by the Do Not Disturb function. I have not seen it turn OFF on its own.","@AppleSupport Me/wife/2 kids, iPhone 7: wifi/bt are off then frequently come back ON again on their own. Most often when coming out of airplane mode but see it when I wake up in AM both are suddenly on...maybe triggered by the Do Not Disturb function. 

I have not seen it turn OFF on its own.",connectivity_network_bucket,False
golden_061,2403642,2403642,Is there any way to play an album on my iPhone in the right order? It always seems to shuffle no matter what I press. @115948 @AppleSupport,Is there any way to play an album on my iPhone in the right order? It always seems to shuffle no matter what I press. @115948 @AppleSupport,repair_order_bucket,False
golden_062,211225,211229,and that is in spite of the fetch being set to automatic AND being on wifi at the moment.,@AppleSupport and that is in spite of the fetch being set to automatic AND being on wifi at the moment.,connectivity_network_bucket,False
golden_063,2014899,2014899,What’s wrong with the I on the new @115858 update?!,What’s wrong with the I on the new @115858 update?!,software_update_bucket,False
golden_064,2607722,2607722,"Really @115858 @applesupport @20600, the HighSierra update in the music keyboard controls SUCK so much! Simple doesn’t work! It’s terrible!","Really @115858 @applesupport @20600, the HighSierra update in the music keyboard controls SUCK so much! Simple doesn’t work! It’s terrible!",software_update_bucket,False
golden_065,2095621,2095621,is there anyway to check the battery health of my iPhone without going into an Apple store?,@AppleSupport  is there anyway to check the battery health of my iPhone without going into an Apple store?,device_hardware_bucket,False
golden_066,1335165,1335165,Wait up til 12 to order - enter my info and keeps saying its wrong now locked out- phones closed - how can I order a phone?,@AppleSupport Wait up til 12 to order - enter my info and keeps saying its wrong now locked out- phones closed - how can I order a phone?,account_access_bucket,True
golden_067,352405,352405,"my iPhone 6s Plus battery percentage drops like crazy, anyway to check battery health?","@AppleSupport my iPhone 6s Plus battery percentage drops like crazy, anyway to check battery health?",device_hardware_bucket,False
golden_068,1676213,1676213,This iPhone glitch with the letter “I️” is really annoying. Get it together @115858.,This iPhone glitch with the letter “I️” is really annoying. Get it together @115858.,unclear_general_bucket,False
golden_069,2350829,2350829,"Okay @AppleSupport now my “I” is fixed, why is my App Store not working?????","Okay @AppleSupport now my “I” is fixed, why is my App Store not working?????",apps_icloud_bucket,False
golden_070,162734,162734,"Hi, I made a transaction twice by mistake, please refund. All details at the photo [URL]","@AppleSupport  Hi, I made a transaction twice by mistake, please refund. All details at the photo https://t.co/K3GxrVC3LM",billing_purchase_bucket,True
golden_071,962178,962180,WILL DOWNGRADING BACK TO IOS 10 GET RID OF THE SCREEN BUG?,@AppleSupport WILL DOWNGRADING BACK TO IOS 10 GET RID OF THE SCREEN BUG?,device_hardware_bucket,False
golden_072,2913302,2913303,"you kidding me. Whats happening? root password without password? user can change the root pwd? And this is the new bug, i have tons of another sw bug what reported but apple never repair it. The hw bugs also countless and unbelivable.","@AppleSupport you kidding me. Whats happening? root password without password? user can change the root pwd? And this is the new bug, i have tons of another sw bug what reported but apple never repair it. The hw bugs also countless and unbelivable.",account_access_bucket,False
golden_073,2488744,2488744,Why is it so hard to get in contact with @AppleSupport I just want to drop this computer off! 😡 I don’t want a sit down appointment!,Why is it so hard to get in contact with @AppleSupport I just want to drop this computer off! 😡 I don’t want a sit down appointment!,repair_order_bucket,False
golden_074,2920077,2920077,The @115858 Remote app is awful. Can’t stay connected for more than two gestures. I spend more time on this screen than anything else #AppleTVRemoteApp [URL],The @115858 Remote app is awful. Can’t stay connected for more than two gestures. I spend more time on this screen than anything else #AppleTVRemoteApp https://t.co/rZAYGeC0AW,device_hardware_bucket,False
golden_075,2728152,2728152,"hi, my phone was stolen so I deleted the device from my Apple ID account after changing my password. It did backup on iCloud before it went missing, how long will this backup be stored securely for? Thanks.","@AppleSupport hi, my phone was stolen so I deleted the device from my Apple ID account after changing my password. It did backup on iCloud before it went missing, how long will this backup be stored securely for? Thanks.",account_access_bucket,True
golden_076,235012,235014,Icant turn off wifi since I’ve new ios its always on without my permission and i cant turn of new option with three keypads,@AppleSupport Icant turn off wifi since I’ve new ios its always on without my permission and i cant turn of new option with three keypads,connectivity_network_bucket,False
golden_077,1270367,1270367,"- your latest update 👎 screws up music that’s downloaded on my iPhone. Continually repeats same song, won’t shuffle. #WTF","@AppleSupport - your latest update 👎 screws up music that’s downloaded on my iPhone.  Continually repeats same song, won’t shuffle.  #WTF",software_update_bucket,False
golden_078,498633,498633,hi! I just downgraded from a 200gb family plan for icloud to the 50gb a month instead after one day of using the family plan. am I eligible for a refund?,@AppleSupport hi! I just downgraded from a 200gb family plan for icloud to the 50gb a month instead after one day of using the family plan. am I eligible for a refund?,billing_purchase_bucket,True
golden_079,1599706,1599706,Hi! Can I save my Apple Music Playlists for offline playback on my Apple Watch S3 (without LTE) with watchOS 4.1?,@AppleSupport Hi! Can I save my Apple Music Playlists for offline playback on my Apple Watch S3 (without LTE) with watchOS 4.1?,connectivity_network_bucket,False
golden_080,1138323,1138327,"Hi, I game WiFi available. What is the next step??","@AppleSupport Hi, I game WiFi available. What is the next step??",connectivity_network_bucket,False
golden_081,1802428,1802428,Hey @AppleSupport my iPhone 6s runs like garbage now that I updated to the latest iOS,Hey @AppleSupport my iPhone 6s runs like garbage now that I updated to the latest iOS,software_update_bucket,False
golden_082,1808051,1808051,"my apple music has been glitching recently, sometimes when i try to add music to playlists or download new songs it won’t load [URL]","@AppleSupport my apple music has been glitching recently, sometimes when i try to add music to playlists or download new songs it won’t load https://t.co/ian4twB7wk",apps_icloud_bucket,False
golden_083,541185,520293,"I have the exact same problem. Tried deleting most of my apps. Still restarting/crashing and presents the lock screen. My phone get's warmer than usual. Started yesterday, 1 Dec.@AppleSupport @239560","@239560 I have the exact same problem. Tried deleting most of my apps. Still restarting/crashing and presents the lock screen. My phone get's warmer than usual. Started yesterday, 1 Dec.@AppleSupport @239560",device_hardware_bucket,False
golden_084,435799,435801,Still no luck,@AppleSupport Still no luck,unclear_general_bucket,False
golden_085,2212770,2212770,fix this mess with the i’s,@115858 fix this mess with the i’s,unclear_general_bucket,False
golden_086,1261355,1261355,"why is apple music telling me to subscribe, but then says that I’m already a member when I do so? Can’t play music at all","@AppleSupport why is apple music telling me to subscribe, but then says that I’m already a member when I do so? Can’t play music at all",apps_icloud_bucket,False
golden_087,1813758,1813761,It’s ok already scheduled Genius Bar appointment for tomorrow (UK),@AppleSupport It’s ok already scheduled Genius Bar appointment for tomorrow (UK),repair_order_bucket,False
golden_088,2946987,2946987,No believing that I was on snapchat for all of 10 minutes and my battery has went from 93% to 12%!!!!! @AppleSupport SORT IT OUT!!!!!,No believing that I was on snapchat for all of 10 minutes and my battery has went from 93% to 12%!!!!! @AppleSupport SORT IT OUT!!!!!,device_hardware_bucket,False
golden_089,2281743,2281743,my phone broke for no reason? @115858 finna sue anyone and everyone that works there,my phone broke for no reason? @115858 finna sue anyone and everyone that works there,unclear_general_bucket,False
golden_090,448381,448381,Is anyone else having the following @115858 problems: @115948 doesn’t open/ work/ screen is black SEVERE battery drains even with most apps closed and lights on dim #applesupport #apple #applemusic #iosissues,"Is anyone else having the following  @115858 problems:
@115948 doesn’t open/ work/ screen is black
SEVERE battery drains even with most apps closed and lights on dim 
#applesupport #apple #applemusic #iosissues",device_hardware_bucket,False
golden_091,1436704,1436704,Hey @AppleSupport my iPhone 7plus (iOS 11.0.3) keeps freezing at random moments. Is there any solution to that problem?,Hey @AppleSupport my iPhone 7plus (iOS 11.0.3) keeps freezing at random moments. Is there any solution to that problem?,software_update_bucket,False
golden_092,2751146,2751146,Hi Does apple offers global warrenty on iPhone X? I mean if a phone X is purchased from USA and I use in India and some thing goes wrong in India will have have warranty cove in India?,@AppleSupport Hi Does apple offers global warrenty on iPhone X? I mean if a phone X is purchased from USA and I use in India and some thing goes wrong in India will have have warranty cove in India?,billing_purchase_bucket,False
golden_093,1081500,1081501,Thanks & does this work if it is not connected to a wifi?,@AppleSupport Thanks &amp; does this work if it is not connected to a wifi?,connectivity_network_bucket,False
golden_094,1048063,1048063,"I can no longer access wallet by double pressing the home button with iOS 11? @AppleSupport workaround swipe up, click wallet then home.","I can no longer access wallet by double pressing the home button with iOS 11? @AppleSupport workaround swipe up, click wallet then home.",software_update_bucket,False
golden_095,2800582,2800584,"Thanks, I am aware of the tips—iPhone owner since 2010. I think you are missing the point;this was not previously an issue until iOS 11.1.2","@AppleSupport Thanks, I am aware of the tips—iPhone owner since 2010. I think you are missing the point;this was not previously an issue until iOS 11.1.2",software_update_bucket,False
golden_096,1658292,1658292,whenever I️ type “I️” it replaces it for- [URL],@AppleSupport whenever I️ type “I️” it replaces it for- https://t.co/zmyNVmNiia,unclear_general_bucket,False
golden_097,2622758,2622758,I ordered iphone from the store before 13 days ago my order is still in progress why ?,"@AppleSupport  I ordered iphone from the store before 13 days ago
my order is still in progress why ?",repair_order_bucket,False
golden_098,481845,481845,my phone glitching when I type. I never had this problem until I updated it to this iOS 11.1.2🧐 either you fix it or you lost a customer 🙃,@115858 my phone glitching when I type. I never had this problem until I updated it to this iOS 11.1.2🧐 either you fix it or you lost a customer 🙃,software_update_bucket,False
golden_099,1851465,1851468,Phone is hardly even a year old. No 3rd party repairs done. Worked perfectly fine before iOS 11 was released.,@AppleSupport Phone is hardly even a year old. No 3rd party repairs done. Worked perfectly fine before iOS 11 was released.,software_update_bucket,False
golden_100,1362538,1362538,is this page ok?! I’m locked out my account! [URL],@115858 @AppleSupport  is this page ok?! I’m locked out my account! https://t.co/uaZcXh6eF3,account_access_bucket,True
golden_101,940644,940644,"Omg, @115858 what’s this IOS update?? Who approved this?? I’ve had this update for less than 24 hours & I wanna chuck my phone out a window","Omg, @115858 what’s this IOS update?? Who approved this?? I’ve had this update for less than 24 hours &amp; I wanna chuck my phone out a window",software_update_bucket,False
golden_102,2547187,2547188,Y’all just gonna pretend that you don’t know about the glitches and freezes everybody has been experiencing ever since updating to IOS 11??,@AppleSupport Y’all just gonna pretend that you don’t know about the glitches and freezes everybody has been experiencing ever since updating to IOS 11??,software_update_bucket,False
golden_103,1948187,1948182,My battery life is half a day at best. Takes longer to charge and drops it’s charge really fast. So disappointed,@115858 My battery life is half a day at best. Takes longer to charge and drops it’s charge really fast. So disappointed,billing_purchase_bucket,False
golden_104,884981,884981,"hello, am I able to hand in another iPhone and pay money on top for a new model?","@AppleSupport hello, am I able to hand in another iPhone and pay money on top for a new model?",billing_purchase_bucket,False
golden_105,489600,489594,I've lost Bluetooth,@223536 @115858 @AppleSupport I've lost Bluetooth,connectivity_network_bucket,False
golden_106,119483,119483,can you tell me why the new updates now make my iphone6s die at 40% battery? Or if charged overnight to 100% it dies as soon as its unlocked,@AppleSupport can you tell me why the new updates now make my iphone6s die at 40% battery? Or if charged overnight to 100% it dies as soon as its unlocked,billing_purchase_bucket,False
golden_107,2410232,2410232,asked me to install the new system update Mac OS High Sierra to improve power of battery and now my MacBook isn’t working at all😑😑,@AppleSupport asked me to install the new system update Mac OS High Sierra to improve power of battery and now my MacBook isn’t working at all😑😑,software_update_bucket,False
golden_108,1914004,1914004,"Went to bed with my iPhone on/charging, woke up to it off/dead and now it won't turn on after 6 hours of charging WTF APPLE?? @AppleSupport","Went to bed with my iPhone on/charging, woke up to it off/dead and now it won't turn on after 6 hours of charging WTF APPLE?? @AppleSupport",device_hardware_bucket,False
golden_109,1081489,1081490,"11.0.3 yes, I turn it off, I leave my house and then if I pass somewhere I’ve connected to the WiFi before it turns itself back on","@AppleSupport 11.0.3 yes, I turn it off, I leave my house and then if I pass somewhere I’ve connected to the WiFi before it turns itself back on",connectivity_network_bucket,False
golden_110,2728120,2728120,Just used my fully charged iPhone6s+ for 1 hour checking email and SOMA (social media) battery now at 10%. Thanks @115858 for ios11. I don’t want the 8/X #builtinobselcance,Just used my fully charged iPhone6s+ for 1 hour checking email and SOMA (social media) battery now at 10%. Thanks @115858 for ios11.  I don’t want the 8/X #builtinobselcance,billing_purchase_bucket,False
golden_111,889181,889181,"I sent my expensive MacBook Pro in for repair with @331101 and they gave it back covered in crap, food crumbs, smear marks and two lovely new DENTS! I hope you’re taking notice @AppleSupport because this is very upsetting! #Apple #MacbookPro #WTF 🤬 [URL]","I sent my expensive MacBook Pro in for repair with @331101 and they gave it back covered in crap, food crumbs, smear marks and two lovely new DENTS! I hope you’re taking notice @AppleSupport because this is very upsetting! #Apple #MacbookPro #WTF 🤬 https://t.co/3rJbBkprie",repair_order_bucket,False
golden_112,2478961,2478961,since doing the recent update my battery is drained so so much quicker. Your way of forcing us to upgrade phones #fraud,@115858 since doing the recent update my battery is drained so so much quicker. Your way of forcing us to upgrade phones #fraud,software_update_bucket,True
golden_113,1983976,1983976,quick question how’s come everytime I️ type an “I️” my phones makes an A and a box with a question mark in it ?,@AppleSupport quick question how’s come everytime I️ type an “I️” my phones makes an A and a box with a question mark in it ?,unclear_general_bucket,False
