golden_id,customer_tweet_id,customer_text_clean,human_intent,human_action,escalation_reason,annotation_notes,annotator_id,annotation_timestamp,status
golden_060,2779378,"Me/wife/2 kids, iPhone 7: wifi/bt are off then frequently come back ON again on their own. Most often when coming out of airplane mode but see it when I wake up in AM both are suddenly on...maybe triggered by the Do Not Disturb function. I have not seen it turn OFF on its own.",,,,,,,NEEDS_HUMAN_LABEL
golden_183,90591,The last upgrade really messed up my macbook. It works way too slower and spends 10%~/h charge. Is it normal?,,,,,,,NEEDS_HUMAN_LABEL
golden_056,1988539,I signed out of my iCloud and lost so many pics when I signed back in..... @AppleSupport help plz,,,,,,,NEEDS_HUMAN_LABEL
golden_018,2050566,I didn’t change my payment information so I can’t understand what is the problem! I pay my €0.99 subscription for years now. [URL],,,,,,,NEEDS_HUMAN_LABEL
golden_171,857097,my iphone 7 is not charging more then 10% 😳,,,,,,,NEEDS_HUMAN_LABEL
golden_117,1297491,Ok I have to unlock the phone double tap the home button make sure I open an app first instead of just pressing the icon on the home screen?,,,,,,,NEEDS_HUMAN_LABEL
golden_069,2350829,"Okay @AppleSupport now my “I” is fixed, why is my App Store not working?????",,,,,,,NEEDS_HUMAN_LABEL
golden_045,2292794,Could resetting your Apple ID password any more aggravating? @AppleSupport,,,,,,,NEEDS_HUMAN_LABEL
golden_036,848434,Please fix the Wifi issue. When I want to turn off wifi from control center I really want to turn it off!!,,,,,,,NEEDS_HUMAN_LABEL
golden_026,1966899,"Somehow my iPhone has used 87% of battery in 25 minutes, I was only on Spotify, anyone else have these issues? @AppleSupport #appleisshit",,,,,,,NEEDS_HUMAN_LABEL
golden_028,543659,suddenly a black screen with a spinning wheel comes up. why is this happening & how to fix it? pls help 😞 @115858 @AppleSupport,,,,,,,NEEDS_HUMAN_LABEL
golden_134,1794981,I use my old phone as an iPod now and the charge was just @ 64% and it just dropped down to freaking 14 @115858 🙄,,,,,,,NEEDS_HUMAN_LABEL
golden_065,2095621,is there anyway to check the battery health of my iPhone without going into an Apple store?,,,,,,,NEEDS_HUMAN_LABEL
golden_025,2132069,In less than 2 hours a decrease of battery by 73%??? WTF? 11.1 iPhone 6s. Seriously?? #iphone #iOS11 #fail [URL],,,,,,,NEEDS_HUMAN_LABEL
golden_075,2728152,"hi, my phone was stolen so I deleted the device from my Apple ID account after changing my password. It did backup on iCloud before it went missing, how long will this backup be stored securely for? Thanks.",,,,,,,NEEDS_HUMAN_LABEL
golden_022,1785113,"new update iOS11.0.2 Have a problem with wifi connection it ignore to connect to my wifi , battery life is drain very fast",,,,,,,NEEDS_HUMAN_LABEL
golden_163,1765971,When you pay for a repair and the phone comes back damaged and unusable,,,,,,,NEEDS_HUMAN_LABEL
golden_058,2246976,"Thanks! iPhone 6s Plus - I have very little data available, but have very few apps downloaded and my camera roll currently looks like this? Can you give me some advice please. I have deleted all irrelevant data [URL]",,,,,,,NEEDS_HUMAN_LABEL
golden_077,1270367,"- your latest update 👎 screws up music that’s downloaded on my iPhone. Continually repeats same song, won’t shuffle. #WTF",,,,,,,NEEDS_HUMAN_LABEL
golden_085,2212770,fix this mess with the i’s,,,,,,,NEEDS_HUMAN_LABEL
golden_006,2955492,"I blocked my Apple ID by accident . Now i have to wait for 3 days. Are that workingdays? Or is weekend included? My iPhone is stolen. I have a new one now, but cant use my ID. So no apps.",,,,,,,NEEDS_HUMAN_LABEL
golden_116,2488587,"Say Pandora is playing while my phone is locked, when I use the passcode to unlock my phone, Pandora will stop playing. If I have tasks running on any app when I unlock my phone, they all stop.",,,,,,,NEEDS_HUMAN_LABEL
golden_168,1522688,Any way I can check the overall health of my iphone7 battery?,,,,,,,NEEDS_HUMAN_LABEL
golden_114,2007269,"iPhone won’t stay powered on, iPod charging port broken, iPad is starting not to charge. @115858 sucks. #applesucks",,,,,,,NEEDS_HUMAN_LABEL
golden_188,2110849,"have an issue with being locked out of my Apple ID, and I don't know why it's not working",,,,,,,NEEDS_HUMAN_LABEL
golden_169,1703093,fix this fucking glitch when we type “i” into our phones,,,,,,,NEEDS_HUMAN_LABEL
golden_162,1220500,So my dad forgot his appleID password and called for help. They quoted 4 prices then changed the pswd. Then wouldn’t tell me,,,,,,,NEEDS_HUMAN_LABEL
golden_108,1914004,"Went to bed with my iPhone on/charging, woke up to it off/dead and now it won't turn on after 6 hours of charging WTF APPLE?? @AppleSupport",,,,,,,NEEDS_HUMAN_LABEL
golden_078,498633,hi! I just downgraded from a 200gb family plan for icloud to the 50gb a month instead after one day of using the family plan. am I eligible for a refund?,,,,,,,NEEDS_HUMAN_LABEL
golden_032,1392454,"How about you fix my 6 Plus? Ever since I downloaded IOS 11, and then the updates, it’s been going crazy. So close to over it.",,,,,,,NEEDS_HUMAN_LABEL
golden_001,2002181,Tha activity app is loosing the data as soon that the phone syncs with the watch! [URL],,,,,,,NEEDS_HUMAN_LABEL
golden_193,1679959,your update fucked my phone up,,,,,,,NEEDS_HUMAN_LABEL
golden_165,2502095,Hey @115858 @applesupport -any idea why my month old #iPhone8 takes worse pics than the iPhone8 @127271 display phone? Same phone. Exact same camera settings. Cleaned both lenses before photo. Would appreciate RTs bc this is NOT ok. Misleading that display & real are different! [URL],,,,,,,NEEDS_HUMAN_LABEL
golden_145,2379285,my icloud fucc’d up. send help.,,,,,,,NEEDS_HUMAN_LABEL
golden_150,535817,Apple Music won’t let me make new playlists or download new music 😤,,,,,,,NEEDS_HUMAN_LABEL
golden_174,846955,"Hi, yes I am. I’m noticing very fast drops in the battery % through regular use. I’ve disabled features to try and extend battery life.",,,,,,,NEEDS_HUMAN_LABEL
golden_111,889181,"I sent my expensive MacBook Pro in for repair with @331101 and they gave it back covered in crap, food crumbs, smear marks and two lovely new DENTS! I hope you’re taking notice @AppleSupport because this is very upsetting! #Apple #MacbookPro #WTF 🤬 [URL]",,,,,,,NEEDS_HUMAN_LABEL
golden_066,1335165,Wait up til 12 to order - enter my info and keeps saying its wrong now locked out- phones closed - how can I order a phone?,,,,,,,NEEDS_HUMAN_LABEL
golden_009,2109871,bullshit customer experience and misbehavour of staff at Apple store in Zorlu Istanbul/Turkey. So sad to face this after listening to great mind and legend @84165 in @84166 😕 obviously these guys do not understand anything of Apple,,,,,,,NEEDS_HUMAN_LABEL
golden_020,2061705,"Help, the battery of my iPhone is ending very fast, after the updates. Please fix this. @115858 @AppleSupport",,,,,,,NEEDS_HUMAN_LABEL
golden_190,2587920,my apple music app loads but doesn't show any of my music. just says we've run into a problem,,,,,,,NEEDS_HUMAN_LABEL
golden_072,2913302,"you kidding me. Whats happening? root password without password? user can change the root pwd? And this is the new bug, i have tons of another sw bug what reported but apple never repair it. The hw bugs also countless and unbelivable.",,,,,,,NEEDS_HUMAN_LABEL
golden_051,2292780,next time could you maybe fix the bug where it stops connecting peoples WiFi because that seems to be the main issue here xo [URL],,,,,,,NEEDS_HUMAN_LABEL
golden_002,1596051,guys sorry to complain but since iOS 11 upgrade - brick + LTE issues. Can you please provide another updated fix?,,,,,,,NEEDS_HUMAN_LABEL
golden_063,2014899,What’s wrong with the I on the new @115858 update?!,,,,,,,NEEDS_HUMAN_LABEL
golden_115,1398130,"It's everytime I leave my home to go out, most of my music is like that but only few(the ones I listen most don't do that)",,,,,,,NEEDS_HUMAN_LABEL
golden_062,211225,and that is in spite of the fetch being set to automatic AND being on wifi at the moment.,,,,,,,NEEDS_HUMAN_LABEL
golden_196,2069249,got any trouble shooting tips???? #bluetooth #connectionissues,,,,,,,NEEDS_HUMAN_LABEL
golden_185,1133246,"So, the new OS11 update has bogged my iPhone 7 down so much, that I have to charge it OFTEN! @applesupport @115858",,,,,,,NEEDS_HUMAN_LABEL
golden_161,505090,just got this email from a suspicious email address (__email__). Please confirm it is a fraud @23080 [URL],,,,,,,NEEDS_HUMAN_LABEL
golden_101,940644,"Omg, @115858 what’s this IOS update?? Who approved this?? I’ve had this update for less than 24 hours & I wanna chuck my phone out a window",,,,,,,NEEDS_HUMAN_LABEL
golden_081,1802428,Hey @AppleSupport my iPhone 6s runs like garbage now that I updated to the latest iOS,,,,,,,NEEDS_HUMAN_LABEL
golden_164,1645035,yo @115858 i can’t talk about myself with my phone glitching fix this shit,,,,,,,NEEDS_HUMAN_LABEL
golden_179,713395,I had an appointment at 3:30pm and no one talked to me or helped me until after I waited nearly an hour to flag down someone,,,,,,,NEEDS_HUMAN_LABEL
golden_082,1808051,"my apple music has been glitching recently, sometimes when i try to add music to playlists or download new songs it won’t load [URL]",,,,,,,NEEDS_HUMAN_LABEL
golden_127,2013448,i️ fucking hate @115858 rn,,,,,,,NEEDS_HUMAN_LABEL
golden_067,352405,"my iPhone 6s Plus battery percentage drops like crazy, anyway to check battery health?",,,,,,,NEEDS_HUMAN_LABEL
golden_107,2410232,asked me to install the new system update Mac OS High Sierra to improve power of battery and now my MacBook isn’t working at all😑😑,,,,,,,NEEDS_HUMAN_LABEL
golden_137,1895456,"Ever since I updated my phone, it gets SO HOT so fast 😳🔥 @115858 @AppleSupport",,,,,,,NEEDS_HUMAN_LABEL
golden_017,298495,I uogrades my 6s + to ios11.0.2 and it is killing the battery. Jumped from 41% to 18% in 7 mins whilst browsing.,,,,,,,NEEDS_HUMAN_LABEL
golden_043,2833002,"need to get their damn shit together, just bought the 2017 MacBook Pro and the damn charger is playing up.",,,,,,,NEEDS_HUMAN_LABEL
golden_092,2751146,Hi Does apple offers global warrenty on iPhone X? I mean if a phone X is purchased from USA and I use in India and some thing goes wrong in India will have have warranty cove in India?,,,,,,,NEEDS_HUMAN_LABEL
golden_160,1395109,Thanks - when I try to click to download it the wee circle just spins and nothing happens other than that.,,,,,,,NEEDS_HUMAN_LABEL
golden_158,394070,"So I do the forgot my password thing, put my number, get a new password but it still says it’s wrong. Pls help",,,,,,,NEEDS_HUMAN_LABEL
golden_180,1898686,jist brought a mac second hand and cant even set it up? My 1st apple product and its not going well... [URL],,,,,,,NEEDS_HUMAN_LABEL
golden_080,1138323,"Hi, I game WiFi available. What is the next step??",,,,,,,NEEDS_HUMAN_LABEL
golden_076,235012,Icant turn off wifi since I’ve new ios its always on without my permission and i cant turn of new option with three keypads,,,,,,,NEEDS_HUMAN_LABEL
golden_182,991153,"drove 1.5h to YYC, wait 3h 4 new battery MacBookP @43055 now compu no work, thx?",,,,,,,NEEDS_HUMAN_LABEL
golden_198,1983819,Hey @115858 fix the fucking music app. You fucked it all up.,,,,,,,NEEDS_HUMAN_LABEL
golden_035,1919919,I've already bought the Apple Music subscription on 18th Oct. Why is it asking me to buy it again?,,,,,,,NEEDS_HUMAN_LABEL
golden_097,2622758,I ordered iphone from the store before 13 days ago my order is still in progress why ?,,,,,,,NEEDS_HUMAN_LABEL
golden_124,1336329,can you please help me. It says I have an #iPhoneX reserved but it wouldn’t let me continue the order process.,,,,,,,NEEDS_HUMAN_LABEL
golden_129,50843,I can receive on my facetime - MacBook air. However if I try to vidcall the other person won't get my call. What can I do?,,,,,,,NEEDS_HUMAN_LABEL
golden_140,248742,My Apple ID?,,,,,,,NEEDS_HUMAN_LABEL
golden_099,1851465,Phone is hardly even a year old. No 3rd party repairs done. Worked perfectly fine before iOS 11 was released.,,,,,,,NEEDS_HUMAN_LABEL
golden_090,448381,Is anyone else having the following @115858 problems: @115948 doesn’t open/ work/ screen is black SEVERE battery drains even with most apps closed and lights on dim #applesupport #apple #applemusic #iosissues,,,,,,,NEEDS_HUMAN_LABEL
golden_135,992374,Phone getting hanged frequently &apps are crashing( app icons are disappearing from the screen)whatsapp icon used keep on blinking,,,,,,,NEEDS_HUMAN_LABEL
golden_048,851759,"iOS 11.0.3= disaster! Safari, Apps, streaming apps all lag and freeze, battery life👎 went from 10 to 11.3 on 6plus- FAIL!!!!!!",,,,,,,NEEDS_HUMAN_LABEL
golden_039,883967,"is it true that if I have 5 mo left on my #warranty and my #iphone needs to be replaced, I only get a 90 day warranty on the new one?",,,,,,,NEEDS_HUMAN_LABEL
golden_172,1807855,"Well bacically when I download apps under 1.0 GB, always says that the storage is full",,,,,,,NEEDS_HUMAN_LABEL
golden_055,1785592,"locked out of my icloud, not getting two factor aunthetication text.. a",,,,,,,NEEDS_HUMAN_LABEL
golden_089,2281743,my phone broke for no reason? @115858 finna sue anyone and everyone that works there,,,,,,,NEEDS_HUMAN_LABEL
golden_007,172998,So it won’t work with Bluetooth? Just so that I know. I’m checking- I need a cable plugged into the charging port of the@phone and USB port in the car?,,,,,,,NEEDS_HUMAN_LABEL
golden_131,174117,Is the one-day shopping event only for the Apple Store online or it’s also for retail stores?,,,,,,,NEEDS_HUMAN_LABEL
golden_096,1658292,whenever I️ type “I️” it replaces it for- [URL],,,,,,,NEEDS_HUMAN_LABEL
golden_153,548180,Hey @AppleSupport I’ve been trying to download a song and it keeps saying song will show up in my library. That was 24 hours ago and it’s still not there.,,,,,,,NEEDS_HUMAN_LABEL
golden_194,2631507,can you ensure a MacBook Pro with Apple care plus that has been bought from a friend?,,,,,,,NEEDS_HUMAN_LABEL
golden_133,373387,anyone else having there music that shouldn’t be downloaded showing on there apple device and it won’t go away since 11.02,,,,,,,NEEDS_HUMAN_LABEL
golden_005,952591,"Not at all, I mean the phone itself is on but the screen is locked and all",,,,,,,NEEDS_HUMAN_LABEL
golden_166,2429278,Is this happening to everyone else? It’s so damn annoying. 😑 I restarted my phone 1000 times it keeps coming back. @115858 fix this. I don’t want a new phone. I love my headphone jack and Touch ID sis. [URL],,,,,,,NEEDS_HUMAN_LABEL
golden_199,1757898,ME wish @115858 would fix the issue cause ME getting veryyyyyy angry 😡,,,,,,,NEEDS_HUMAN_LABEL
golden_029,1901751,Why do I have to have a credit card for my Apple ID when I’m a minor? I can’t even download and play games without it,,,,,,,NEEDS_HUMAN_LABEL
golden_027,2894716,No just whilst using Apple Music,,,,,,,NEEDS_HUMAN_LABEL
golden_142,1234737,"i’ve tried restarting, resetting network settings, removing sim card, EVERYTHING. nothing works. this is ridiculous",,,,,,,NEEDS_HUMAN_LABEL
golden_064,2607722,"Really @115858 @applesupport @20600, the HighSierra update in the music keyboard controls SUCK so much! Simple doesn’t work! It’s terrible!",,,,,,,NEEDS_HUMAN_LABEL
golden_030,1712471,I want to know why my Apple ID has been locked for the past 5 months after 3 resets and multiple password changes,,,,,,,NEEDS_HUMAN_LABEL
golden_059,2003224,Trying to get Plotgraph+ through the Apple Store app for free for 2 days now. It’s disappeared after several error messages! @AppleSupport,,,,,,,NEEDS_HUMAN_LABEL
golden_136,1788624,", @AppleSupport thanks for screwing up our phones with the new iOS update . I demand a refund or a replacement .",,,,,,,NEEDS_HUMAN_LABEL
golden_054,523869,why ios 11.1.2 often self rebooting? It back to passcode again,,,,,,,NEEDS_HUMAN_LABEL
golden_112,2478961,since doing the recent update my battery is drained so so much quicker. Your way of forcing us to upgrade phones #fraud,,,,,,,NEEDS_HUMAN_LABEL
golden_052,2306974,"hello I need help with a package that I have not had any delays and cabinets dated 6,7,8,9,10 November and I need a solution and the order number is w548094498 I need the delivery please",,,,,,,NEEDS_HUMAN_LABEL
golden_123,1545194,is there a way to find out if an Apple Store has the iPhone X and pick it up?,,,,,,,NEEDS_HUMAN_LABEL
golden_110,2728120,Just used my fully charged iPhone6s+ for 1 hour checking email and SOMA (social media) battery now at 10%. Thanks @115858 for ios11. I don’t want the 8/X #builtinobselcance,,,,,,,NEEDS_HUMAN_LABEL
golden_149,2072245,When listening to music on my @115858 phone why does it stop when I go into @917 🤔,,,,,,,NEEDS_HUMAN_LABEL
golden_013,2358755,"Finder is the worst and stupidest app on Mac @115858 @AppleSupport crashes all the time, stupid ""show more"" button, it can't order by filter-sub filter... Damn, it's 2017, do it better for God sake!",,,,,,,NEEDS_HUMAN_LABEL
golden_155,2697212,Ok iOS 11.1.1,,,,,,,NEEDS_HUMAN_LABEL
golden_083,541185,"I have the exact same problem. Tried deleting most of my apps. Still restarting/crashing and presents the lock screen. My phone get's warmer than usual. Started yesterday, 1 Dec.@AppleSupport @239560",,,,,,,NEEDS_HUMAN_LABEL
golden_047,1918885,the 11.0.3 update is garbage. New one this morning was my alarm going off but making no sound.,,,,,,,NEEDS_HUMAN_LABEL
golden_086,1261355,"why is apple music telling me to subscribe, but then says that I’m already a member when I do so? Can’t play music at all",,,,,,,NEEDS_HUMAN_LABEL
golden_024,1761130,"Yes. I have 4 devices. iPad, iPhone, iMac, and Macbook. I backed up and then deleted all the photos on iMac. Everything remains on others.",,,,,,,NEEDS_HUMAN_LABEL
golden_147,515852,"Ever since I updated to iOS 11.1.2 my phone keeps crashing every few minutes and a spinning gear shows up, what’s going on?!",,,,,,,NEEDS_HUMAN_LABEL
golden_004,1083985,"How do I set English as the default Input Method? :) Bafflingly this seems stuck in Alphabetical order, always defaults to CN [URL]",,,,,,,NEEDS_HUMAN_LABEL
golden_104,884981,"hello, am I able to hand in another iPhone and pay money on top for a new model?",,,,,,,NEEDS_HUMAN_LABEL
golden_151,2298077,check this fraud!! [URL],,,,,,,NEEDS_HUMAN_LABEL
golden_038,1919925,Pathetic service. 1 day old phone giving nightmares.. Please take this stupid box back and refund my money.,,,,,,,NEEDS_HUMAN_LABEL
golden_192,1391564,"cenas de muita dor e muito sofrimento (em preto e branco pra aumentar o drama), 10 meses de uso e já partiu @AppleSupport [URL]",,,,,,,NEEDS_HUMAN_LABEL
golden_128,1046593,I updated it this morning. All apps updated and phone was charged to 90% about two hours ago but now is at 61% with infrequent use.,,,,,,,NEEDS_HUMAN_LABEL
golden_074,2920077,The @115858 Remote app is awful. Can’t stay connected for more than two gestures. I spend more time on this screen than anything else #AppleTVRemoteApp [URL],,,,,,,NEEDS_HUMAN_LABEL
golden_167,1828315,"adding data to the iPad is just painful, why doesn’t Apple Pay work?! @AppleSupport",,,,,,,NEEDS_HUMAN_LABEL
golden_070,162734,"Hi, I made a transaction twice by mistake, please refund. All details at the photo [URL]",,,,,,,NEEDS_HUMAN_LABEL
golden_071,962178,WILL DOWNGRADING BACK TO IOS 10 GET RID OF THE SCREEN BUG?,,,,,,,NEEDS_HUMAN_LABEL
golden_122,1411618,Is there a way to prevent Bluetooth auto turn on when I turn on a recognized device? It triggers multiple devices. Not cool.,,,,,,,NEEDS_HUMAN_LABEL
golden_187,2052020,There’s an icon on my mobile data with no picture called springboard. don’t know what it is and it’s using data. Please help.,,,,,,,NEEDS_HUMAN_LABEL
golden_073,2488744,Why is it so hard to get in contact with @AppleSupport I just want to drop this computer off! 😡 I don’t want a sit down appointment!,,,,,,,NEEDS_HUMAN_LABEL
golden_139,2789246,How can my phone battery go down 15% in 10 minutes while barely using it. @115858 get your shit together.,,,,,,,NEEDS_HUMAN_LABEL
golden_173,571825,Ok! I thought it was going to be available right away after updating. Thank you so much!,,,,,,,NEEDS_HUMAN_LABEL
golden_177,1989949,"hi apple, I have 2 Apple id's. How do I change Apple ID accounts on the Apple Watch app and will I lose connection to watch",,,,,,,NEEDS_HUMAN_LABEL
golden_113,1983976,quick question how’s come everytime I️ type an “I️” my phones makes an A and a box with a question mark in it ?,,,,,,,NEEDS_HUMAN_LABEL
golden_125,628025,Hey @115858 cool software update. Let me know when I️ can start sentences with “I️” again and not have it chance to hieroglyphics.,,,,,,,NEEDS_HUMAN_LABEL
golden_011,1372813,my iPad won’t turn on. All it has is the red battery despite being plugged in for more than 24 hours??,,,,,,,NEEDS_HUMAN_LABEL
golden_119,2025310,"iphone 6 Ear speaker is not working now plz guide me on this,my phone is out of warranty now.What will be the price of same",,,,,,,NEEDS_HUMAN_LABEL
golden_175,1625438,", I bought a case from the @115858 store on 10/14, and it broke yesterday. So disappointed. Can I return it to the Apple store?",,,,,,,NEEDS_HUMAN_LABEL
golden_132,949672,I have a 6. 11.03 has created a nightmare. Apps crash or won’t open. Battery drains crazy.,,,,,,,NEEDS_HUMAN_LABEL
golden_068,1676213,This iPhone glitch with the letter “I️” is really annoying. Get it together @115858.,,,,,,,NEEDS_HUMAN_LABEL
golden_120,1559346,So @115858 you gonna let me update my watch or nah,,,,,,,NEEDS_HUMAN_LABEL
golden_053,1895677,or ANYONE please shed some light. Do I just have to wait for an update? I can’t import from the Photos app. [URL],,,,,,,NEEDS_HUMAN_LABEL
golden_044,1633089,I’m not bout to do this shit @115858 you suggested I️ download iOS 11.1 and I️ did give me my mf “I️” back 😡,,,,,,,NEEDS_HUMAN_LABEL
golden_138,1642619,if we have family sharing on and we buy a family pack of iCloud data will all of our photos be synced together.. hoping not,,,,,,,NEEDS_HUMAN_LABEL
golden_091,1436704,Hey @AppleSupport my iPhone 7plus (iOS 11.0.3) keeps freezing at random moments. Is there any solution to that problem?,,,,,,,NEEDS_HUMAN_LABEL
golden_105,489600,I've lost Bluetooth,,,,,,,NEEDS_HUMAN_LABEL
golden_021,1021001,I thought my tweet was clear. Volume buttons don’t work when the phone is locked.,,,,,,,NEEDS_HUMAN_LABEL
golden_118,1995518,when is the new iOS out cause my battery life is 💩💩💩,,,,,,,NEEDS_HUMAN_LABEL
golden_088,2946987,No believing that I was on snapchat for all of 10 minutes and my battery has went from 93% to 12%!!!!! @AppleSupport SORT IT OUT!!!!!,,,,,,,NEEDS_HUMAN_LABEL
golden_181,2050026,excellent job with the update. My phone is now officially compromised and unusable. #sabotaged,,,,,,,NEEDS_HUMAN_LABEL
golden_126,1698313,I know what you are doing & it’s not going to make me update my phone just so I️ have to get the new one #screwyou,,,,,,,NEEDS_HUMAN_LABEL
golden_037,145186,can i refund an album i bought 3 years ago? @118721 @115858 @AppleSupport,,,,,,,NEEDS_HUMAN_LABEL
golden_031,1338927,#appleupdate anyone’s iTunes screwed up by version 3? ‘For You’ and ‘Browse’ just says ‘try again’... nothing? 😡😡😡 @6623 @115858,,,,,,,NEEDS_HUMAN_LABEL
