query_customer_tweet_id,query_customer_text_clean,query_conversation_group_id,rank,similarity_score,best_similarity_score,lexical_similarity_band,has_sufficient_historical_evidence,retrieval_warning,needs_human_relevance_review,retrieved_customer_tweet_id,retrieved_brand_tweet_id,retrieved_conversation_group_id,retrieved_customer_text_clean,retrieved_brand_reply_clean,retrieval_scope,retrieval_relevant_yes_no,historical_reply_pattern_usable_yes_no,unsupported_or_unsafe_pattern_yes_no,review_notes,reviewer_id,review_status
2686717,"I was able to chat with an Apple Support Advisor and turning iCloud Photo Library off and then back on did the trick. I was so grateful and your support person, Angela, was great. Thanks!",2686718,3,0.2378,0.2536,insufficient_lexical_evidence,False,Best similarity score (0.2536) below 0.30 threshold; weak or insufficient lexical evidence.,True,1160523,1160521,1160523,I need help with my iCloud Photo Library,We would like to help with this. What is going on with your iCloud Photo Library today?,train_only,,,,,,NEEDS_HUMAN_REVIEW
515868,I worry this is bogus and if so you should be aware this is happening as the page requesting to do the download looked like the Apple webpage and it was being prompted by your “AppleCare” complete with icon.,515870,1,0.2456,0.2456,insufficient_lexical_evidence,False,Best similarity score (0.2456) below 0.30 threshold; weak or insufficient lexical evidence.,True,1132149,1132148,1132149,"Presuming this is bogus, yes? [URL]",This does appear to be a phishing attempt rather than a genuine warning. You can learn more here: [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
515868,I worry this is bogus and if so you should be aware this is happening as the page requesting to do the download looked like the Apple webpage and it was being prompted by your “AppleCare” complete with icon.,515870,2,0.2412,0.2456,insufficient_lexical_evidence,False,Best similarity score (0.2456) below 0.30 threshold; weak or insufficient lexical evidence.,True,332070,332069,332071,to them. I just thought you should be aware. Thank you! ☮️,Thanks for letting us know. Take a look here for more information on phony support calls: [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
515868,I worry this is bogus and if so you should be aware this is happening as the page requesting to do the download looked like the Apple webpage and it was being prompted by your “AppleCare” complete with icon.,515870,3,0.1801,0.2456,insufficient_lexical_evidence,False,Best similarity score (0.2456) below 0.30 threshold; weak or insufficient lexical evidence.,True,1817994,1817993,1817994,this is 'suspicios' 🤔 [URL],We're happy to help. Use this to identify and report phishing emails: [URL] Questions? DM us here: [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
428673,Out of the box installation with 1-2 extensions.,428679,1,0.3281,0.3281,weak_lexical_evidence,True,None,True,1631280,1631279,1631280,#iphoneX space Greg 256gig little tiny screen scratches out of the box. Amazing phone but now I’m uneasy 😟 [USER] [URL],Thanks for reaching out to us for support. We're here to help. Can you tell us where you purchased your device?,train_only,,,,,,NEEDS_HUMAN_REVIEW
428673,Out of the box installation with 1-2 extensions.,428679,2,0.3236,0.3281,weak_lexical_evidence,True,None,True,2291680,2291679,2291680,"iPhone X charging issues right out of the box, awesome [USER]",We'd love to help. Let's take a look at this further for you. Reach out to us in DM to gather more information. [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
428673,Out of the box installation with 1-2 extensions.,428679,3,0.3121,0.3281,weak_lexical_evidence,True,None,True,2293120,2293119,2293120,Apple FaceID fail! My iPhone X TrueDepth camera is broken out of the box! #apple #faceidfail [USER] [USER] [USER] #iphonex [URL],Let's look into that. Send us a DM and we'll go from there. [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
849957,#AppleWatch #watchos4 Still missing the function to delete an #email without scrolling through the whole email. 🤨 #apple,849957,1,0.2597,0.2597,insufficient_lexical_evidence,False,Best similarity score (0.2597) below 0.30 threshold; weak or insufficient lexical evidence.,True,1595056,1595055,1595056,Why is Apple Maps still missing the directions for bikes? 🚴🏼‍♀️ cc [USER],"Thanks for reaching out. Maps has routes for driving, walking or transit. Submit Feedback using this link: [URL]",train_only,,,,,,NEEDS_HUMAN_REVIEW
849957,#AppleWatch #watchos4 Still missing the function to delete an #email without scrolling through the whole email. 🤨 #apple,849957,2,0.2311,0.2597,insufficient_lexical_evidence,False,Best similarity score (0.2597) below 0.30 threshold; weak or insufficient lexical evidence.,True,2185502,2185501,2185502,#phishing #email #apple [URL],You can use this guide to help respond properly to and report phishing attempts: [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
849957,#AppleWatch #watchos4 Still missing the function to delete an #email without scrolling through the whole email. 🤨 #apple,849957,3,0.2013,0.2597,insufficient_lexical_evidence,False,Best similarity score (0.2597) below 0.30 threshold; weak or insufficient lexical evidence.,True,94848,94850,94849,That works. Can’t I get the animation while just scrolling through the pics in photos.,Great. Meet us in DM and we'll take a closer look. [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
2676470,"atau klo HP error,Listrik mati,remote AC gak fungsi,simcard gak ada sinyal, mau ngehack facebook mantan bisa juga hubungi IT... 😂😂😂😂 (END)",2676482,1,0.2453,0.2453,insufficient_lexical_evidence,False,Best similarity score (0.2453) below 0.30 threshold; weak or insufficient lexical evidence.,True,908231,908232,908228,A normal hp laptop,Thanks for confirming. Please follow the steps in this article and let us know if it helps: [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
2676470,"atau klo HP error,Listrik mati,remote AC gak fungsi,simcard gak ada sinyal, mau ngehack facebook mantan bisa juga hubungi IT... 😂😂😂😂 (END)",2676482,2,0.1946,0.2453,insufficient_lexical_evidence,False,Best similarity score (0.2453) below 0.30 threshold; weak or insufficient lexical evidence.,True,1557111,1557110,1557113,Yes.. working simcard in and connected to WiFi. [URL],Let's look into that further. Send us a DM and we'll go from there. [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
2676470,"atau klo HP error,Listrik mati,remote AC gak fungsi,simcard gak ada sinyal, mau ngehack facebook mantan bisa juga hubungi IT... 😂😂😂😂 (END)",2676482,3,0.1825,0.2453,insufficient_lexical_evidence,False,Best similarity score (0.2453) below 0.30 threshold; weak or insufficient lexical evidence.,True,588063,588061,588063,"hi I want to change simcard on my iPhone SE (ios 11) but it said that the simcard not valid, then I tried to put back the simcard that I usually use but the simcard not valid showed again. what to do? I cant use my phone rite now :(","Hello and thanks for reaching out. Let's see what we can do to get this resolved. When you changed the sim card, did you follow these steps: [URL]",train_only,,,,,,NEEDS_HUMAN_REVIEW
1704746,EYE need y’all to fix this question mark shit I’m tired of seeing this shit,1704746,1,0.5491,0.5491,moderate_lexical_evidence,True,None,True,2186212,2186210,2186212,I️ need y’all to fix this I️ shit.,Thanks for reaching out. Please update to iOS 11.1.1: [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
1704746,EYE need y’all to fix this question mark shit I’m tired of seeing this shit,1704746,2,0.5355,0.5491,moderate_lexical_evidence,True,None,True,2010358,2010357,2010358,fix this question mark shit 😤,We'd like to help. These steps will help: [URL] DM us with questions or if you have trouble: [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
1704746,EYE need y’all to fix this question mark shit I’m tired of seeing this shit,1704746,3,0.5355,0.5491,moderate_lexical_evidence,True,None,True,2010249,2010248,2010249,fix this question mark shit.,We're glad to look into this with you. DM us using the link below and let us know what you're experiencing. [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
2324532,11.0.3 the most recent one.,2324533,1,0.7856,0.7856,high_lexical_similarity,True,None,True,154466,154465,154468,the most recent one(ios 11.1.2),Thanks! We'd like to gather additional details about your iPhone. Join us in DM with your current location. [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
2324532,11.0.3 the most recent one.,2324533,2,0.7774,0.7856,high_lexical_similarity,True,None,True,1095924,1095926,1095925,the most recent one duh,Let's move into DM and we'll take a further look into this. [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
2324532,11.0.3 the most recent one.,2324533,3,0.7035,0.7856,high_lexical_similarity,True,None,True,2960166,2960168,2960167,11.1.2 the recent one,Got it. Reach us via DM to gather more information. [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
2278811,I️ I️ I️ I️ I️ I️ I️ I️ get your shit together,2278811,1,1.0,1.0,high_lexical_similarity,True,None,True,1915997,1915996,1915998,GET YOUR SHIT TOGETHER,Thanks for reaching out. We'd like to know more to assist. Send us a DM using the link below and we'll continue. [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
2278811,I️ I️ I️ I️ I️ I️ I️ I️ get your shit together,2278811,2,1.0,1.0,high_lexical_similarity,True,None,True,2525482,2525481,2525483,get your shit together,We would like to help with this. Are you experiencing the issue with specific apps? Let us know in DM. [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
2278811,I️ I️ I️ I️ I️ I️ I️ I️ get your shit together,2278811,3,1.0,1.0,high_lexical_similarity,True,None,True,2320064,2320063,2320064,get your shit together i️ i️ i️,"An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: [URL]",train_only,,,,,,NEEDS_HUMAN_REVIEW
778916,your update is jacking up my phone #FixIt PhonesAreExpensive #TheyShouldWork [URL],778916,1,0.6329,0.6329,moderate_lexical_evidence,True,None,True,1962066,1962064,1962066,YOUR UPDATE IS FUCKING UP MY PHONE,We want to help! What model of iOS device are you using? Do you have the most recent version of iOS 11.0.3 downloaded? [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
778916,your update is jacking up my phone #FixIt PhonesAreExpensive #TheyShouldWork [URL],778916,2,0.481,0.6329,moderate_lexical_evidence,True,None,True,2298937,2298936,2298938,Your update is the BUG,We’d like to offer our support. Can you tell us what you’ve experienced so far? Which iPhone and iOS version are you using? Locate your version by navigating to Settings > General > About.,train_only,,,,,,NEEDS_HUMAN_REVIEW
778916,your update is jacking up my phone #FixIt PhonesAreExpensive #TheyShouldWork [URL],778916,3,0.4556,0.6329,moderate_lexical_evidence,True,None,True,1588167,1588166,1588167,your update is ruining my phone,We're here for you. What's going on with your iPhone that we can help with today?,train_only,,,,,,NEEDS_HUMAN_REVIEW
917890,Thank you I’ve found a fix now,917892,1,0.5399,0.5399,moderate_lexical_evidence,True,None,True,2212803,2212802,2212803,fix i️t now,"An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: [URL]",train_only,,,,,,NEEDS_HUMAN_REVIEW
917890,Thank you I’ve found a fix now,917892,2,0.3987,0.5399,moderate_lexical_evidence,True,None,True,938079,938080,938073,I’ve found a solution! Thanks☺️,"We're glad to hear you got it sorted. DM us if the issue comes back, we'll be here for you. [URL]",train_only,,,,,,NEEDS_HUMAN_REVIEW
917890,Thank you I’ve found a fix now,917892,3,0.3947,0.5399,moderate_lexical_evidence,True,None,True,336227,336229,336228,Thank you! 😊,You're welcome. Have a great rest of your day.,train_only,,,,,,NEEDS_HUMAN_REVIEW
17290,"So [USER] randomly deleted over 3,000 photos from my phone. Wow wtf!!",17290,1,0.5628,0.5628,moderate_lexical_evidence,True,None,True,1540553,1540552,1540553,"why has my camera roll deleted over 3,000 photos please???",We're here for you. You'll want to get in touch with one of our Photos experts here: [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
17290,"So [USER] randomly deleted over 3,000 photos from my phone. Wow wtf!!",17290,2,0.4311,0.5628,moderate_lexical_evidence,True,None,True,1895795,1895794,1895795,"my phone deleted over 4,000 pictures and videos from my phone for no reason",We know how important photos and videos are and would like to help. Do you use iCloud Photo Library?,train_only,,,,,,NEEDS_HUMAN_REVIEW
17290,"So [USER] randomly deleted over 3,000 photos from my phone. Wow wtf!!",17290,3,0.4302,0.5628,moderate_lexical_evidence,True,None,True,2296249,2296248,2296249,"I deleted over 1,000 photos and videos from my phone and still don’t have enough storage to back up my iPhone [USER] send help",We're here to help. Send us a DM with the version of iOS you're currently on and we'll go from there. [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
712082,To 10 seconds,712087,1,0.4643,0.4643,weak_lexical_evidence,True,None,True,1702947,1702946,1702948,"This is insane. It freezes every 10 seconds, literally. Even in those 10 seconds nothing will download.",You've done a lot of great steps already to get your Podcasts app running smoothly. Have you deleted and re-installed the app?,train_only,,,,,,NEEDS_HUMAN_REVIEW
712082,To 10 seconds,712087,2,0.4313,0.4643,weak_lexical_evidence,True,None,True,1338784,1338786,1338789,Even worse. About every 10 seconds i lose 1%,We can help you with that issue. Please join us in DM. [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
712082,To 10 seconds,712087,3,0.3552,0.4643,weak_lexical_evidence,True,None,True,2555455,2555454,2555455,"iPhone7: Battery 8%, Phone shuts off 10 seconds later. 🤔",We'd be glad to help. Send us a DM and we can go from there. [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
2013657,fucking suckssss ive had the 7 plus for 3 months and its already acting up,2013657,1,0.9488,0.9488,high_lexical_similarity,True,None,True,2013673,2013672,2013673,fucking sucks ive had the 7 plus for 3 months and its already acting up,"We'd like to know more about the issue you're experiencing. DM us the specifics, including which iOS version you’re using. [URL]",train_only,,,,,,NEEDS_HUMAN_REVIEW
2013657,fucking suckssss ive had the 7 plus for 3 months and its already acting up,2013657,2,0.3301,0.9488,high_lexical_similarity,True,None,True,1509971,1509970,1509971,Phone already acting up after the update [USER],"Fill us in via DM on what you see occurring, then we'll be happy to help out from there. [URL]",train_only,,,,,,NEEDS_HUMAN_REVIEW
2013657,fucking suckssss ive had the 7 plus for 3 months and its already acting up,2013657,3,0.282,0.9488,high_lexical_similarity,True,None,True,1376070,1376068,1376070,havent had my phone for more than a few months and its already broken. thanks [USER] you rock,"Do you mean physically broken, or not working like you expect it to? Either way, we're here for you, and we can help!",train_only,,,,,,NEEDS_HUMAN_REVIEW
1517054,I️ 👈🏽 this shit gotta go [USER],1517054,1,0.821,0.821,high_lexical_similarity,True,None,True,2310607,2310606,2310607,This “ I️ I️ I️ I️ “ shit gotta go [USER],"We'd be happy to help. Have you already updated to 11.1.1? If not, backup your device and go ahead and update.",train_only,,,,,,NEEDS_HUMAN_REVIEW
1517054,I️ 👈🏽 this shit gotta go [USER],1517054,2,0.4663,0.821,high_lexical_similarity,True,None,True,2131181,2131179,2131181,I️ <<< this shits gotta go!,Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
1517054,I️ 👈🏽 this shit gotta go [USER],1517054,3,0.4453,0.821,high_lexical_similarity,True,None,True,1640752,1640751,1640752,"this gotta go, ok? thanks. [URL]",Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL] [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
2512294,it won't let me update my phone [URL],2512294,1,0.7179,0.7179,high_lexical_similarity,True,None,True,369294,369292,369294,my phone won't let me update ☹️☹️☹️,We're here for you. Try these steps: [URL] Let us know if you have questions.,train_only,,,,,,NEEDS_HUMAN_REVIEW
2512294,it won't let me update my phone [URL],2512294,2,0.6885,0.7179,high_lexical_similarity,True,None,True,2493794,2493796,2493801,I️t won’t let me update 😢 [URL],Do you see the option for the update in Settings> General> Software Update?,train_only,,,,,,NEEDS_HUMAN_REVIEW
2512294,it won't let me update my phone [URL],2512294,3,0.615,0.7179,high_lexical_similarity,True,None,True,1579127,1579125,1579127,my phone won't let me update wtf,Let's look at this together. Could you tell us which iPhone and iOS version you're using?,train_only,,,,,,NEEDS_HUMAN_REVIEW
2834450,my iPhone 8 Plus freezes on iOS 11.1.2 🤷🏻‍♂️🤷🏻‍♂️ whts happeneing,2834450,1,0.4439,0.4439,weak_lexical_evidence,True,None,True,1782880,1782882,1782887,I’m on IOS 11.0.2,We'd like to look into this a bit further. Could you please send us a DM so we can gather some info and get started? [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
2834450,my iPhone 8 Plus freezes on iOS 11.1.2 🤷🏻‍♂️🤷🏻‍♂️ whts happeneing,2834450,2,0.4058,0.4439,weak_lexical_evidence,True,None,True,1707708,1707706,1707712,iPhone 8 plus,Are you able to change the font size following the instructions here?: [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
2834450,my iPhone 8 Plus freezes on iOS 11.1.2 🤷🏻‍♂️🤷🏻‍♂️ whts happeneing,2834450,3,0.4058,0.4439,weak_lexical_evidence,True,None,True,1181519,1181521,1181520,iPhone 7 plus,Thanks. Let's meet up in DM. We'd like to gather some additional details from you. [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
1285695,my computer has been bugging out for 2 days and everything i try doesn't work 🤦🏽‍♀️ [USER],1285695,1,0.3242,0.3242,weak_lexical_evidence,True,None,True,1807641,1807640,1807641,Ever since the iOS 11 update my phone has been bugging out. [USER] get ya shit together.,We'd love to assist you with any issues that you're experiencing. Click here to join us in DM. We'll continue there: [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
1285695,my computer has been bugging out for 2 days and everything i try doesn't work 🤦🏽‍♀️ [USER],1285695,2,0.3223,0.3242,weak_lexical_evidence,True,None,True,1779915,1779914,1779915,This is ridiculous [USER] since I’ve updated my phone to the new iOS it has been bugging out,"Let's team up to get those issues solved. Meet us in DM with some specifics on what's happening, and we'll get to work. [URL]",train_only,,,,,,NEEDS_HUMAN_REVIEW
1285695,my computer has been bugging out for 2 days and everything i try doesn't work 🤦🏽‍♀️ [USER],1285695,3,0.2999,0.3242,weak_lexical_evidence,True,None,True,2614300,2614298,2614300,my phone stays bugging out 😒😒,That's not the experience we want you to have. Is this on a specific screen or app?,train_only,,,,,,NEEDS_HUMAN_REVIEW
1165726,Messages and any other apps that allow the use of messaging,1165727,1,0.245,0.245,insufficient_lexical_evidence,False,Best similarity score (0.2450) below 0.30 threshold; weak or insufficient lexical evidence.,True,1080379,1080381,1080384,I haven’t noticed it with any other apps (yet).,Let's troubleshoot the app itself with these steps mentioned here: [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
1165726,Messages and any other apps that allow the use of messaging,1165727,2,0.2421,0.245,insufficient_lexical_evidence,False,Best similarity score (0.2450) below 0.30 threshold; weak or insufficient lexical evidence.,True,2112205,2112204,2112205,maps and the other apps that use gps doesn’t work!,"We want everything working after an update. Join us in DM, tell us which country you're in, and we'll take a look. [URL]",train_only,,,,,,NEEDS_HUMAN_REVIEW
1165726,Messages and any other apps that allow the use of messaging,1165727,3,0.2272,0.245,insufficient_lexical_evidence,False,Best similarity score (0.2450) below 0.30 threshold; weak or insufficient lexical evidence.,True,1710017,1710016,1710017,can you please fix the “I️” use ASAP??,Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
2007484,why are my I’s changing to a boxed question mark?!? Phone is completely updated!,2007484,1,0.5621,0.5621,moderate_lexical_evidence,True,None,True,1988583,1988582,1988583,I️ why are my “i”s changing to I️ [USER],"Let's take a look together. To start, please provide us with which iOS version is installed. You can send this in a DM. [URL]",train_only,,,,,,NEEDS_HUMAN_REVIEW
2007484,why are my I’s changing to a boxed question mark?!? Phone is completely updated!,2007484,2,0.5415,0.5621,moderate_lexical_evidence,True,None,True,1966601,1966599,1966601,why are my I️ changing??,We’d like to take a closer look at this with you! Let us know which device you're using and your iOS version in DM to proceed. [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
2007484,why are my I’s changing to a boxed question mark?!? Phone is completely updated!,2007484,3,0.4552,0.5621,moderate_lexical_evidence,True,None,True,9304,9303,9304,why are my I ‘s changing into I️ ?!!!!!,Interesting. Let's look into this. Which iOS version is showing in Settings > General > About?,train_only,,,,,,NEEDS_HUMAN_REVIEW
1164666,"trying to create a bootable usb installer for High Sierra through Terminal, getting an error message that says this! help! [URL]",1164666,1,0.2562,0.2562,insufficient_lexical_evidence,False,Best similarity score (0.2562) below 0.30 threshold; weak or insufficient lexical evidence.,True,1950504,1950502,1950504,I’ve been trying to install the iOS 11.0.3 but keep getting an error message. I have a 6S,Thanks for reaching out. Try these steps and let us know if you're still unable to update: [URL],train_only,,,,,,NEEDS_HUMAN_REVIEW
